itr,err,ans
2340,1.8481832408361784e-05,4.000205400958239
2350,1.8425094661453867e-05,4.0002045552834815
2360,1.836876937527972e-05,4.00020371653504
2370,1.8312852177037974e-05,4.000202884628091
2380,1.8257338764434112e-05,4.000202059479191
2390,1.8202224904215443e-05,4.000201241006251
2400,1.8147506430957724e-05,4.000200429128504
2410,1.809317924572506e-05,4.000199623766482
2420,1.8039239314831313e-05,4.00019882484199
2430,1.7985682668558305e-05,4.000198032278082
2440,1.7932505400025057e-05,4.000197245999031
2450,1.7879703663912897e-05,4.000196465930313
2460,1.7827273675374857e-05,4.000195691998571
2470,1.777521170885516e-05,4.000194924131608
2480,1.7723514096990936e-05,4.00019416225835
2490,1.767217722951903e-05,4.000193406308831
2500,1.7621197552221638e-05,4.000192656214175
2510,1.757057156584003e-05,4.0001919119065645
2520,1.752029582507426e-05,4.000191173319228
2530,1.7470366937577193e-05,4.00019044038642
2540,1.7420781562957794e-05,4.000189713043397
2550,1.737153641181666e-05,4.000188991226402
2560,1.7322628244804935e-05,4.000188274872644
2570,1.727405387167384e-05,4.0001875639202815
2580,1.7225810150373455e-05,4.0001868583084015
2590,1.717789398616766e-05,4.000186157977005
2600,1.7130302330753393e-05,4.000185462866992
2610,1.708303218136445e-05,4.000184772920135
2620,1.7036080580001924e-05,4.000184088079076
2630,1.6989444612532446e-05,4.000183408287302
2640,1.6943121407902144e-05,4.00018273348913
2650,1.6897108137364322e-05,4.000182063629693
2660,1.6851402013668277e-05,4.00018139865493
2670,1.680600029028577e-05,4.0001807385115615
2680,1.676090026069264e-05,4.0001800831470815
2690,1.6716099257591564e-05,4.000179432509745
2700,1.66715946522112e-05,4.000178786548552
2710,1.662738385360955e-05,4.000178145213229
2720,1.6583464307921775e-05,4.000177508454226
2730,1.6539833497720555e-05,4.000176876222697
2740,1.6496488941349315e-05,4.0001762484704875
2750,1.6453428192216015e-05,4.000175625150127
2760,1.641064883818444e-05,4.000175006214811
2770,1.6368148500906186e-05,4.000174391618394
2780,1.6325924835258906e-05,4.000173781315376
2790,1.6283975528653347e-05,4.0001731752608904
2800,1.6242298300471816e-05,4.000172573410692
2810,1.6200890901495426e-05,4.000171975721154
2820,1.6159751113264317e-05,4.0001713821492455
2830,1.6118876747582772e-05,4.000170792652532
2840,1.607826564589951e-05,4.000170207189154
2850,1.6037915678773585e-05,4.000169625717832
2860,1.5997824745365097e-05,4.000169048197841
2870,1.5957990772858592e-05,4.000168474589015
2880,1.5918411715989063e-05,4.000167904851722
2890,1.5879085556504184e-05,4.000167338946872
2900,1.584001030266621e-05,4.000166776835898
2910,1.5801183988750173e-05,4.000166218480745
2920,1.576260467458548e-05,4.00016566384387
2930,1.572427044508689e-05,4.000165112888227
2940,1.5686179409727453e-05,4.00016456557726
2950,1.5648329702148466e-05,4.000164021874899
2960,1.5610719479696247e-05,4.000163481745545
2970,1.5573346922954758e-05,4.000162945154067
2980,1.553621023532243e-05,4.000162412065793
2990,1.5499307642625332e-05,4.000161882446505
3000,1.546263739261591e-05,4.000161356262426
3010,1.5426197754649605e-05,4.000160833480217
3020,1.5389987019260826e-05,4.0001603140669735
3030,1.5354003497712305e-05,4.000159797990207
3040,1.5318245521677003e-05,4.000159285217854
3050,1.5282711442834793e-05,4.000158775718251
3060,1.5247399632463123e-05,4.0001582694601465
3070,1.5212308481125966e-05,4.0001577664126815
3080,1.5177436398295885e-05,4.000157266545388
3090,1.5142781811950779e-05,4.000156769828181
3100,1.5108343168321313e-05,4.000156276231359
3110,1.5074118931453766e-05,4.000155785725587
3120,1.50401075829355e-05,4.000155298281901
3130,1.5006307621572534e-05,4.000154813871696
3140,1.4972717563008283e-05,4.00015433246672
3150,1.4939335939453966e-05,4.000153854039076
3160,1.4906161299387666e-05,4.000153378561207
3170,1.48731922072187e-05,4.000152906005897
3180,1.484042724299771e-05,4.000152436346264
3190,1.4807865002127166e-05,4.000151969555753
3200,1.4775504095084207e-05,4.0001515056081365
3210,1.4743343147109392e-05,4.000151044477501
3220,1.4711380797967549e-05,4.000150586138249
3230,1.4679615701651533e-05,4.000150130565095
3240,1.4648046526112464e-05,4.000149677733054
3250,1.4616671953018244e-05,4.000149227617443
3260,1.4585490677488817e-05,4.000148780193873
3270,1.4554501407818277e-05,4.000148335438251
3280,1.452370286528044e-05,4.000147893326762
3290,1.4493093783839064e-05,4.000147453835882
3300,1.446267290995205e-05,4.0001470169423605
3310,1.44324390022922e-05,4.0001465826232225
3320,1.4402390831558059e-05,4.000146150855764
3330,1.437252718024511e-05,4.000145721617546
3340,1.4342846842399647e-05,4.000145294886392
3350,1.4313348623433885e-05,4.000144870640385
3360,1.4284031339906204e-05,4.00014444885786
3370,1.4254893819306622e-05,4.000144029517406
3380,1.422593489985344e-05,4.00014361259786
3390,1.4197153430337603e-05,4.000143198078299
3400,1.4168548269849421e-05,4.000142785938043
3410,1.4140118287662202e-05,4.000142376156649
3420,1.4111862363004515e-05,4.000141968713906
3430,1.4083779384889553e-05,4.0001415635898345
3440,1.405586825194616e-05,4.00014116076468
3450,1.4028127872212424e-05,4.000140760218915
3460,1.4000557163006563e-05,4.00014036193323
3470,1.3973155050726588e-05,4.0001399658885335
3480,1.3945920470690196e-05,4.0001395720659465
3490,1.3918852367010062e-05,4.000139180446805
3500,1.38919496923677e-05,4.00013879101265
3510,1.3865211407924419e-05,4.000138403745231
3520,1.3838636483110864e-05,4.0001380186264965
3530,1.3812223895564878e-05,4.000137635638599
3540,1.3785972630889909e-05,4.000137254763883
3550,1.3759881682560643e-05,4.000136875984893
3560,1.373395005180176e-05,4.000136499284361
3570,1.3708176747412152e-05,4.000136124645209
3580,1.3682560785650193e-05,4.000135752050546
3590,1.3657101190117286e-05,4.0001353814836635
3600,1.3631796991617918e-05,4.0001350129280375
3610,1.360664722800673e-05,4.000134646367319
3620,1.358165094415143e-05,4.000134281785339
3630,1.3556807191700469e-05,4.000133919166099
3640,1.3532115029063162e-05,4.0001335584937765
3650,1.3507573521241701e-05,4.000133199752713
3660,1.3483181739739532e-05,4.000132842927424
3670,1.3458938762463787e-05,4.000132488002584
3680,1.3434843673577327e-05,4.000132134963033
3690,1.3410895563450672e-05,4.00013178379377
3700,1.3387093528520688e-05,4.000131434479956
3710,1.3363436671219018e-05,4.000131087006905
3720,1.3339924099831521e-05,4.000130741360086
3730,1.3316554928457269e-05,4.00013039752512
